Date,Year,Month number,Crime Type,Offence category,Offence type,Reporting Region,Location,Location Type,Population (ABS 2021 reference),Alcohol involvement,DV involvement,Data era,Source extract,is_break_month,Break note,Number of offences
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tiwi Islands,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,9
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tiwi Islands,Remote,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,3
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tiwi Islands,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2014-10,2014,10,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,5
2014-10,2014,10,Residential B&E,House break-ins,House break-ins actual,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2014-10,2014,10,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,3
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,2
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,7
2014-10,2014,10,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2014-10,2014,10,Harassment & Threats,Abduction - harassment and other offences against the person,Harassment and private nuisance,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Harassment & Threats,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2014-10,2014,10,Robbery & Extortion,Robbery - extortion and related offences,Robbery,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Virginia,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Virginia,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,8
2014-10,2014,10,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2014-10,2014,10,Residential B&E,House break-ins,House break-ins actual,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Residential B&E,House break-ins,House break-ins attempted,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Weddell,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,3
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Weddell,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Weddell,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,3
2014-10,2014,10,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,6
2014-10,2014,10,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2014-10,2014,10,Residential B&E,House break-ins,House break-ins actual,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,West Arnhem,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,2
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,West Arnhem,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,10
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,West Arnhem,Remote,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,West Arnhem,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,6
2014-10,2014,10,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2014-10,2014,10,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2014-10,2014,10,Harassment & Threats,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Property Damage,Property Damage Offences,Property damage offences,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2014-10,2014,10,Residential B&E,House break-ins,House break-ins actual,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,3
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,5
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,4
2014-10,2014,10,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,3
2014-10,2014,10,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,3
2014-10,2014,10,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-10,2014,10,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,10
2014-10,2014,10,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2014-11,2014,11,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,No,No,Historical / PROMIS,April 2024 historical extract,False,,22
2014-11,2014,11,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,11
2014-11,2014,11,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,29
2014-11,2014,11,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,57
2014-11,2014,11,Commercial B&E,Commercial break-ins,Commercial break-ins actual,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,26
2014-11,2014,11,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-11,2014,11,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,12
2014-11,2014,11,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,110
2014-11,2014,11,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,13
2014-11,2014,11,Harassment & Threats,Abduction - harassment and other offences against the person,Harassment and private nuisance,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-11,2014,11,Harassment & Threats,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-11,2014,11,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2014-11,2014,11,Property Damage,Property Damage Offences,Property damage offences,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,81
2014-11,2014,11,Residential B&E,House break-ins,House break-ins actual,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,28
2014-11,2014,11,Residential B&E,House break-ins,House break-ins attempted,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2014-11,2014,11,Robbery & Extortion,Robbery - extortion and related offences,Robbery,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2014-11,2014,11,Sexual Offences,Sexual assault and related offences,Sexual assault,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,April 2024 historical extract,False,,7
2014-11,2014,11,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Alligator,Remote,,No,No,Historical / PROMIS,April 2024 historical extract,False,,1
2014-11,2014,11,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Alligator,Remote,,No,Yes,Historical / PROMIS,April 2024 historical extract,False,,2
2014-11,2014,11,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Alligator,Remote,,Yes,No,Historical / PROMIS,April 2024 historical extract,False,,2
2014-11,2014,11,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Alligator,Remote,,Yes,Yes,Historical / PROMIS,April 2024 historical extract,False,,8
2014-11,2014,11,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-11,2014,11,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,2
2014-11,2014,11,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,6
2014-11,2014,11,Harassment & Threats,Abduction - harassment and other offences against the person,Harassment and private nuisance,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-11,2014,11,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
2014-11,2014,11,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,4
2014-11,2014,11,Residential B&E,House break-ins,House break-ins actual,NT Balance,Alligator,Remote,,-,-,Historical / PROMIS,April 2024 historical extract,False,,1
